"","X","Year","Movement_type","Team_previous_season","Team","Players"
"35963",35963,2012,"Draft","Southern Mississippi","Stl",1
"35964",35964,2012,"Draft","Stanford","Buf",1
"35965",35965,2012,"Draft","Stanford","Cle",1
"35966",35966,2012,"Draft","Stanford","Ind",3
"35967",35967,2012,"Draft","Stanford","Mia",1
"35968",35968,2012,"Draft","Stanford","NYJ",1
"35969",35969,2012,"Draft","Stanford","Oak",1
"35970",35970,2012,"Draft","Stanford","Pit",1
"35971",35971,2012,"Draft","Stanford","TB",2
"35972",35972,2012,"Draft","Stanford","Ten",1
"35973",35973,2012,"Draft","Syracuse","NE",1
"35974",35974,2012,"Draft","Tarleton State","NO",1
"35975",35975,2012,"Draft","Temple","Bal",1
"35976",35976,2012,"Draft","Temple","Chi",1
"35977",35977,2012,"Draft","Temple","Det",1
"35978",35978,2012,"Draft","Temple","Oak",1
"35979",35979,2012,"Draft","Temple","Pit",1
"35980",35980,2012,"Draft","Tennessee","Car",1
"35981",35981,2012,"Draft","Tennessee","Cle",1
"35982",35982,2012,"Draft","Tennessee","Den",1
"35983",35983,2012,"Draft","Tennessee","Oak",1
"35984",35984,2012,"Draft","Tennessee State","Bal",1
"35985",35985,2012,"Draft","Tennessee-Chattanooga","Cin",1
"35986",35986,2012,"Draft","Texas","Bal",1
"35987",35987,2012,"Draft","Texas","Buf",1
"35988",35988,2012,"Draft","Texas","Cle",1
"35989",35989,2012,"Draft","Texas","Mia",1
"35990",35990,2012,"Draft","Texas","Was",1
"35991",35991,2012,"Draft","Texas A&M","Dal",1
"35992",35992,2012,"Draft","Texas A&M","Hou",1
"35993",35993,2012,"Draft","Texas A&M","KC",1
"35994",35994,2012,"Draft","Texas A&M","Mia",2
"35995",35995,2012,"Draft","Texas A&M","NYG",1
"35996",35996,2012,"Draft","Texas A&M","Pit",1
"35997",35997,2012,"Draft","Texas A&M","SF",1
"35998",35998,2012,"Draft","Texas Christian","Cle",1
"35999",35999,2012,"Draft","Texas Southern","Chi",1
"36000",36000,2012,"Draft","Texas State","Stl",1
"36001",36001,2012,"Draft","Texas-El Paso","Dal",1
"36002",36002,2012,"Draft","Texas-El Paso","Ind",1
"36003",36003,2012,"Draft","Texas-El Paso","Jax",1
"36004",36004,2012,"Draft","Toledo","Atl",1
"36005",36005,2012,"Draft","Toledo","TB",1
"36006",36006,2012,"Draft","Troy State","Atl",1
"36007",36007,2012,"Draft","Troy State","Chi",1
"36008",36008,2012,"Draft","Tulane","GB",1
"36009",36009,2012,"Draft","Tulsa","NO",1
"36010",36010,2012,"Draft","Tulsa","Phi",1
"36011",36011,2012,"Draft","UCLA","Car",1
"36012",36012,2012,"Draft","UCLA","Cin",1
"36013",36013,2012,"Draft","UCLA","Ind",1
"36014",36014,2012,"Draft","UCLA","SD",1
"36015",36015,2012,"Draft","UCLA","Stl",1
"36016",36016,2012,"Draft","UCLA","Was",1
"36017",36017,2012,"Draft","Utah","Den",1
"36018",36018,2012,"Draft","Utah","Mia",1
"36019",36019,2012,"Draft","Utah","Min",1
"36020",36020,2012,"Draft","Utah","Oak",1
"36021",36021,2012,"Draft","Utah State","Sea",2
"36022",36022,2012,"Draft","Utah State","TB",1
"36023",36023,2012,"Draft","Vanderbilt","GB",2
"36024",36024,2012,"Draft","Vanderbilt","Ten",1
"36025",36025,2012,"Draft","Virginia","Jax",1
"36026",36026,2012,"Draft","Virginia","SF",1
"36027",36027,2012,"Draft","Virginia","Stl",2
"36028",36028,2012,"Draft","Virginia","Was",1
"36029",36029,2012,"Draft","Virginia Tech","GB",1
"36030",36030,2012,"Draft","Virginia Tech","NYG",2
"36031",36031,2012,"Draft","Wagner","Jax",1
"36032",36032,2012,"Draft","Wake Forest","Dal",1
"36033",36033,2012,"Draft","Wake Forest","NYJ",1
"36034",36034,2012,"Draft","Wake Forest","SF",1
"36035",36035,2012,"Draft","Wake Forest","Stl",1
"36036",36036,2012,"Draft","Washburn","SF",1
"36037",36037,2012,"Draft","Washington","Ari",1
"36038",36038,2012,"Draft","Washington","Phi",1
"36039",36039,2012,"Draft","Washington","Pit",1
"36040",36040,2012,"Draft","Washington","Sea",1
"36041",36041,2012,"Draft","Washington","Was",1
"36042",36042,2012,"Draft","Weber State","Atl",1
"36043",36043,2012,"Draft","West Virginia","GB",1
"36044",36044,2012,"Draft","West Virginia","NYG",1
"36045",36045,2012,"Draft","West Virginia","Pit",1
"36046",36046,2012,"Draft","West Virginia","Sea",1
"36047",36047,2012,"Draft","West Virginia","TB",2
"36048",36048,2012,"Draft","Western Kentucky","Bal",1
"36049",36049,2012,"Draft","Western Michigan","Buf",1
"36050",36050,2012,"Draft","Western Michigan","NYJ",1
"36051",36051,2012,"Draft","Western Washington","Ind",1
"36052",36052,2012,"Draft","William & Mary","Jax",1
"36053",36053,2012,"Draft","William Penn","NYJ",1
"36054",36054,2012,"Draft","Wisconsin","Atl",2
"36055",36055,2012,"Draft","Wisconsin","Car",1
"36056",36056,2012,"Draft","Wisconsin","Cin",1
"36057",36057,2012,"Draft","Wisconsin","NO",1
"36058",36058,2012,"Draft","Wisconsin","Pit",1
"36059",36059,2012,"Draft","Wisconsin","Sea",1
"36060",36060,2012,"Draft","Wyoming","Cle",1
"36061",36061,2012,"Draft","Youngstown State","Oak",1
"36062",36062,2012,"Pro","Ari","Bal",1
"36063",36063,2012,"Pro","Ari","Buf",1
"36064",36064,2012,"Pro","Ari","Car",1
"36065",36065,2012,"Pro","Ari","Ind",2
"36066",36066,2012,"Pro","Ari","Mia",1
"36067",36067,2012,"Pro","Ari","Min",1
"36068",36068,2012,"Pro","Ari","Pit",1
"36069",36069,2012,"Pro","Ari","SD",1
"36070",36070,2012,"Pro","Ari","SF",1
"36071",36071,2012,"Pro","Ari","Ten",1
"36072",36072,2012,"Pro","Ari","Was",1
"36073",36073,2012,"Pro","Atl","Ari",1
"36074",36074,2012,"Pro","Atl","Chi",2
"36075",36075,2012,"Pro","Atl","NO",1
"36076",36076,2012,"Pro","Atl","NYJ",1
"36077",36077,2012,"Pro","Bal","Car",1
"36078",36078,2012,"Pro","Bal","Hou",1
"36079",36079,2012,"Pro","Bal","Ind",3
"36080",36080,2012,"Pro","Bal","Jax",1
"36081",36081,2012,"Pro","Bal","KC",1
"36082",36082,2012,"Pro","Bal","NO",1
"36083",36083,2012,"Pro","Bal","SD",2
"36084",36084,2012,"Pro","Bal","TB",1
"36085",36085,2012,"Pro","Bal","Was",1
"36086",36086,2012,"Pro","Buf","Car",1
"36087",36087,2012,"Pro","Buf","Dal",1
"36088",36088,2012,"Pro","Buf","Det",1
"36089",36089,2012,"Pro","Buf","GB",1
"36090",36090,2012,"Pro","Buf","Ind",1
"36091",36091,2012,"Pro","Buf","Jax",1
"36092",36092,2012,"Pro","Buf","NE",1
"36093",36093,2012,"Pro","Buf","Oak",1
"36094",36094,2012,"Pro","Buf","Phi",1
"36095",36095,2012,"Pro","Buf","SD",1
"36096",36096,2012,"Pro","Buf","Stl",1
"36097",36097,2012,"Pro","Buf","TB",1
"36098",36098,2012,"Pro","Car","Atl",1
"36099",36099,2012,"Pro","Car","Buf",1
"36100",36100,2012,"Pro","Car","Chi",1
"36101",36101,2012,"Pro","Car","Dal",2
"36102",36102,2012,"Pro","Car","Den",1
"36103",36103,2012,"Pro","Car","Det",1
"36104",36104,2012,"Pro","Car","Hou",1
"36105",36105,2012,"Pro","Car","Ind",1
"36106",36106,2012,"Pro","Car","Mia",2
"36107",36107,2012,"Pro","Car","Min",1
"36108",36108,2012,"Pro","Car","NE",1
"36109",36109,2012,"Pro","Car","Oak",2
"36110",36110,2012,"Pro","Car","Phi",1
"36111",36111,2012,"Pro","Car","SD",1
"36112",36112,2012,"Pro","Car","Sea",2
"36113",36113,2012,"Pro","Car","Was",1
"36114",36114,2012,"Pro","Chi","Bal",1
"36115",36115,2012,"Pro","Chi","Cin",1
"36116",36116,2012,"Pro","Chi","Den",1
"36117",36117,2012,"Pro","Chi","GB",1
"36118",36118,2012,"Pro","Chi","Hou",1
"36119",36119,2012,"Pro","Chi","NO",1
"36120",36120,2012,"Pro","Chi","NYJ",1
"36121",36121,2012,"Pro","Chi","Sea",1
"36122",36122,2012,"Pro","Chi","Stl",1
"36123",36123,2012,"Pro","Chi","Was",1
"36124",36124,2012,"Pro","Cin","Atl",1
"36125",36125,2012,"Pro","Cin","Bal",1
"36126",36126,2012,"Pro","Cin","Cle",1
"36127",36127,2012,"Pro","Cin","Dal",1
"36128",36128,2012,"Pro","Cin","Den",1
"36129",36129,2012,"Pro","Cin","GB",1
"36130",36130,2012,"Pro","Cin","Ind",1
"36131",36131,2012,"Pro","Cin","Jax",1
"36132",36132,2012,"Pro","Cin","Mia",1
"36133",36133,2012,"Pro","Cin","Min",1
"36134",36134,2012,"Pro","Cin","NYG",1
"36135",36135,2012,"Pro","Cin","Pit",1
"36136",36136,2012,"Pro","Cin","TB",2
"36137",36137,2012,"Pro","Cin","Was",1
"36138",36138,2012,"Pro","Cle","Car",2
"36139",36139,2012,"Pro","Cle","Dal",1
"36140",36140,2012,"Pro","Cle","Den",1
"36141",36141,2012,"Pro","Cle","Det",1
"36142",36142,2012,"Pro","Cle","KC",1
"36143",36143,2012,"Pro","Cle","Mia",1
"36144",36144,2012,"Pro","Cle","Oak",1
"36145",36145,2012,"Pro","Cle","Phi",2
"36146",36146,2012,"Pro","Cle","Sea",1
"36147",36147,2012,"Pro","Dal","Buf",1
"36148",36148,2012,"Pro","Dal","Cin",1
"36149",36149,2012,"Pro","Dal","Den",1
"36150",36150,2012,"Pro","Dal","Det",2
"36151",36151,2012,"Pro","Dal","Hou",2
"36152",36152,2012,"Pro","Dal","Ind",2
"36153",36153,2012,"Pro","Dal","Jax",1
"36154",36154,2012,"Pro","Dal","KC",2
"36155",36155,2012,"Pro","Dal","NYG",1
"36156",36156,2012,"Pro","Dal","Phi",1
"36157",36157,2012,"Pro","Dal","TB",1
"36158",36158,2012,"Pro","Den","Hou",1
"36159",36159,2012,"Pro","Den","Ind",2
"36160",36160,2012,"Pro","Den","Jax",1
"36161",36161,2012,"Pro","Den","KC",3
"36162",36162,2012,"Pro","Den","NE",2
"36163",36163,2012,"Pro","Den","NO",3
"36164",36164,2012,"Pro","Den","NYJ",1
"36165",36165,2012,"Pro","Den","SD",2
"36166",36166,2012,"Pro","Den","SF",1
"36167",36167,2012,"Pro","Den","Stl",1
"36168",36168,2012,"Pro","Det","Car",1
"36169",36169,2012,"Pro","Det","Cle",1
"36170",36170,2012,"Pro","Det","Ind",1
"36171",36171,2012,"Pro","Det","Jax",2
"36172",36172,2012,"Pro","Det","Mia",1
"36173",36173,2012,"Pro","Det","NE",1
"36174",36174,2012,"Pro","Det","NYJ",2
"36175",36175,2012,"Pro","Det","SF",1
"36176",36176,2012,"Pro","Det","TB",2
"36177",36177,2012,"Pro","Det","Ten",1
"36178",36178,2012,"Pro","Det","Was",2
"36179",36179,2012,"Pro","GB","Dal",1
"36180",36180,2012,"Pro","GB","Ind",1
"36181",36181,2012,"Pro","GB","Jax",1
"36182",36182,2012,"Pro","GB","Oak",1
"36183",36183,2012,"Pro","GB","Sea",1
"36184",36184,2012,"Pro","GB","Stl",1
"36185",36185,2012,"Pro","GB","Ten",1
"36186",36186,2012,"Pro","GB","Was",2
"36187",36187,2012,"Pro","Hou","Bal",1
"36188",36188,2012,"Pro","Hou","Buf",2
"36189",36189,2012,"Pro","Hou","Car",1
"36190",36190,2012,"Pro","Hou","Chi",2
"36191",36191,2012,"Pro","Hou","Cin",1
"36192",36192,2012,"Pro","Hou","Dal",1
"36193",36193,2012,"Pro","Hou","Den",2
"36194",36194,2012,"Pro","Hou","KC",2
"36195",36195,2012,"Pro","Hou","Mia",1
"36196",36196,2012,"Pro","Hou","Oak",2
"36197",36197,2012,"Pro","Hou","Phi",1
"36198",36198,2012,"Pro","Hou","Stl",1
"36199",36199,2012,"Pro","Ind","Ari",1
"36200",36200,2012,"Pro","Ind","Atl",1
"36201",36201,2012,"Pro","Ind","Car",1
"36202",36202,2012,"Pro","Ind","Cin",1
"36203",36203,2012,"Pro","Ind","Dal",1
"36204",36204,2012,"Pro","Ind","Den",3
"36205",36205,2012,"Pro","Ind","Det",1
"36206",36206,2012,"Pro","Ind","GB",1
"36207",36207,2012,"Pro","Ind","Mia",1
"36208",36208,2012,"Pro","Ind","Min",1
"36209",36209,2012,"Pro","Ind","NYG",2
"36210",36210,2012,"Pro","Ind","NYJ",1
"36211",36211,2012,"Pro","Ind","Oak",1
"36212",36212,2012,"Pro","Ind","Phi",1
"36213",36213,2012,"Pro","Ind","Pit",1
"36214",36214,2012,"Pro","Ind","Stl",2
"36215",36215,2012,"Pro","Ind","TB",2
"36216",36216,2012,"Pro","Ind","Ten",3
"36217",36217,2012,"Pro","Ind","Was",3
"36218",36218,2012,"Pro","Jax","Atl",1
"36219",36219,2012,"Pro","Jax","Buf",1
"36220",36220,2012,"Pro","Jax","Chi",1
"36221",36221,2012,"Pro","Jax","Det",3
"36222",36222,2012,"Pro","Jax","GB",1
"36223",36223,2012,"Pro","Jax","Ind",1
"36224",36224,2012,"Pro","Jax","KC",2
"36225",36225,2012,"Pro","Jax","Min",1
"36226",36226,2012,"Pro","Jax","NO",1
"36227",36227,2012,"Pro","Jax","NYJ",2
"36228",36228,2012,"Pro","Jax","Phi",1
"36229",36229,2012,"Pro","Jax","SD",1
"36230",36230,2012,"Pro","Jax","SF",1
"36231",36231,2012,"Pro","Jax","TB",2
"36232",36232,2012,"Pro","Jax","Ten",2
"36233",36233,2012,"Pro","Jax","Was",2
"36234",36234,2012,"Pro","KC","Car",1
"36235",36235,2012,"Pro","KC","Cin",1
"36236",36236,2012,"Pro","KC","Dal",2
"36237",36237,2012,"Pro","KC","Hou",1
"36238",36238,2012,"Pro","KC","Oak",1
"36239",36239,2012,"Pro","KC","Pit",1
"36240",36240,2012,"Pro","KC","SD",3
"36241",36241,2012,"Pro","KC","Stl",1
"36242",36242,2012,"Pro","KC","Was",1
"36243",36243,2012,"Pro","Mia","Car",1
"36244",36244,2012,"Pro","Mia","Chi",1
"36245",36245,2012,"Pro","Mia","Dal",3
"36246",36246,2012,"Pro","Mia","Det",1
"36247",36247,2012,"Pro","Mia","GB",1
"36248",36248,2012,"Pro","Mia","Hou",1
"36249",36249,2012,"Pro","Mia","Ind",1
"36250",36250,2012,"Pro","Mia","Jax",1
"36251",36251,2012,"Pro","Mia","Min",1
"36252",36252,2012,"Pro","Mia","NE",3
"36253",36253,2012,"Pro","Mia","NYJ",3
"36254",36254,2012,"Pro","Mia","Phi",1
"36255",36255,2012,"Pro","Mia","Stl",1
"36256",36256,2012,"Pro","Min","Car",1
"36257",36257,2012,"Pro","Min","Dal",1
"36258",36258,2012,"Pro","Min","Det",1
"36259",36259,2012,"Pro","Min","Jax",1
"36260",36260,2012,"Pro","Min","Mia",1
"36261",36261,2012,"Pro","Min","NE",1
"36262",36262,2012,"Pro","Min","NO",1
"36263",36263,2012,"Pro","Min","Sea",1
"36264",36264,2012,"Pro","Min","Ten",2
"36265",36265,2012,"Pro","Min","Was",1
"36266",36266,2012,"Pro","NE","Ari",2
"36267",36267,2012,"Pro","NE","Atl",1
"36268",36268,2012,"Pro","NE","Bal",1
"36269",36269,2012,"Pro","NE","Buf",1
"36270",36270,2012,"Pro","NE","Cin",1
"36271",36271,2012,"Pro","NE","Dal",1
"36272",36272,2012,"Pro","NE","Den",1
"36273",36273,2012,"Pro","NE","Hou",1
"36274",36274,2012,"Pro","NE","Ind",1
"36275",36275,2012,"Pro","NE","Jax",1
"36276",36276,2012,"Pro","NE","Mia",1
"36277",36277,2012,"Pro","NE","NYJ",1
"36278",36278,2012,"Pro","NE","Oak",1
"36279",36279,2012,"Pro","NE","Phi",1
"36280",36280,2012,"Pro","NE","SD",1
"36281",36281,2012,"Pro","NE","TB",1
"36282",36282,2012,"Pro","NE","Ten",1
"36283",36283,2012,"Pro","NO","Ari",1
"36284",36284,2012,"Pro","NO","Den",1
"36285",36285,2012,"Pro","NO","Det",1
"36286",36286,2012,"Pro","NO","Hou",1
"36287",36287,2012,"Pro","NO","Mia",1
"36288",36288,2012,"Pro","NO","NYG",1
"36289",36289,2012,"Pro","NO","Phi",1
"36290",36290,2012,"Pro","NO","SD",2
"36291",36291,2012,"Pro","NO","Stl",1
"36292",36292,2012,"Pro","NO","TB",2
"36293",36293,2012,"Pro","NYG","Den",1
"36294",36294,2012,"Pro","NYG","Jax",2
"36295",36295,2012,"Pro","NYG","Mia",1
"36296",36296,2012,"Pro","NYG","NE",2
"36297",36297,2012,"Pro","NYG","Oak",2
"36298",36298,2012,"Pro","NYG","SF",2
"36299",36299,2012,"Pro","NYG","TB",1
"36300",36300,2012,"Pro","NYG","Ten",1
"36301",36301,2012,"Pro","NYJ","Ari",1
"36302",36302,2012,"Pro","NYJ","Cin",1
"36303",36303,2012,"Pro","NYJ","Den",1
"36304",36304,2012,"Pro","NYJ","Det",1
"36305",36305,2012,"Pro","NYJ","Hou",1
"36306",36306,2012,"Pro","NYJ","Ind",1
"36307",36307,2012,"Pro","NYJ","KC",1
"36308",36308,2012,"Pro","NYJ","NE",1
"36309",36309,2012,"Pro","NYJ","Pit",1
"36310",36310,2012,"Pro","NYJ","Stl",3
"36311",36311,2012,"Pro","NYJ","Ten",1
"36312",36312,2012,"Pro","Oak","Ari",1
"36313",36313,2012,"Pro","Oak","Bal",2
"36314",36314,2012,"Pro","Oak","Car",2
"36315",36315,2012,"Pro","Oak","Chi",2
"36316",36316,2012,"Pro","Oak","Det",2
"36317",36317,2012,"Pro","Oak","GB",1
"36318",36318,2012,"Pro","Oak","Ind",1
"36319",36319,2012,"Pro","Oak","KC",2
"36320",36320,2012,"Pro","Oak","Mia",1
"36321",36321,2012,"Pro","Oak","NE",1
"36322",36322,2012,"Pro","Oak","NYJ",1
"36323",36323,2012,"Pro","Oak","Pit",1
"36324",36324,2012,"Pro","Oak","Stl",1
"36325",36325,2012,"Pro","Oak","Ten",1
"36326",36326,2012,"Pro","Phi","Atl",1
"36327",36327,2012,"Pro","Phi","Buf",1
"36328",36328,2012,"Pro","Phi","Car",1
"36329",36329,2012,"Pro","Phi","Cle",1
"36330",36330,2012,"Pro","Phi","Ind",3
"36331",36331,2012,"Pro","Phi","Jax",2
"36332",36332,2012,"Pro","Phi","NYJ",1
"36333",36333,2012,"Pro","Phi","Oak",3
"36334",36334,2012,"Pro","Phi","SD",1
"36335",36335,2012,"Pro","Phi","SF",1
"36336",36336,2012,"Pro","Phi","Stl",2
"36337",36337,2012,"Pro","Phi","Ten",1
"36338",36338,2012,"Pro","Pit","Ari",1
"36339",36339,2012,"Pro","Pit","Buf",1
"36340",36340,2012,"Pro","Pit","Chi",1
"36341",36341,2012,"Pro","Pit","Ind",4
"36342",36342,2012,"Pro","Pit","TB",2
"36343",36343,2012,"Pro","SD","Ari",1
"36344",36344,2012,"Pro","SD","Car",1
"36345",36345,2012,"Pro","SD","Den",1
"36346",36346,2012,"Pro","SD","Jax",1
"36347",36347,2012,"Pro","SD","Mia",1
"36348",36348,2012,"Pro","SD","NE",1
"36349",36349,2012,"Pro","SD","TB",1
"36350",36350,2012,"Pro","Sea","Ari",1
"36351",36351,2012,"Pro","Sea","Buf",1
"36352",36352,2012,"Pro","Sea","Car",1
"36353",36353,2012,"Pro","Sea","Cle",1
"36354",36354,2012,"Pro","Sea","Det",1
"36355",36355,2012,"Pro","Sea","Hou",1
"36356",36356,2012,"Pro","Sea","Jax",1
"36357",36357,2012,"Pro","Sea","Min",1
"36358",36358,2012,"Pro","Sea","NO",1
"36359",36359,2012,"Pro","Sea","NYJ",1
"36360",36360,2012,"Pro","Sea","Oak",1
"36361",36361,2012,"Pro","Sea","Phi",1
"36362",36362,2012,"Pro","Sea","Pit",2
"36363",36363,2012,"Pro","Sea","SD",2
"36364",36364,2012,"Pro","Sea","TB",1
"36365",36365,2012,"Pro","SF","Ari",1
"36366",36366,2012,"Pro","SF","Car",1
"36367",36367,2012,"Pro","SF","Chi",2
"36368",36368,2012,"Pro","SF","Oak",1
"36369",36369,2012,"Pro","SF","Sea",2
"36370",36370,2012,"Pro","SF","TB",2
"36371",36371,2012,"Pro","SF","Was",2
"36372",36372,2012,"Pro","Stl","Bal",1
"36373",36373,2012,"Pro","Stl","Buf",1
"36374",36374,2012,"Pro","Stl","Car",1
"36375",36375,2012,"Pro","Stl","Cin",1
"36376",36376,2012,"Pro","Stl","Dal",1
"36377",36377,2012,"Pro","Stl","Den",1
"36378",36378,2012,"Pro","Stl","Hou",1
"36379",36379,2012,"Pro","Stl","Ind",3
"36380",36380,2012,"Pro","Stl","Jax",2
"36381",36381,2012,"Pro","Stl","KC",2
"36382",36382,2012,"Pro","Stl","NE",3
"36383",36383,2012,"Pro","Stl","NO",2
"36384",36384,2012,"Pro","Stl","NYJ",1
"36385",36385,2012,"Pro","Stl","Oak",1
"36386",36386,2012,"Pro","Stl","Phi",1
"36387",36387,2012,"Pro","Stl","SD",1
"36388",36388,2012,"Pro","Stl","TB",2
"36389",36389,2012,"Pro","TB","Chi",1
"36390",36390,2012,"Pro","TB","Cin",1
"36391",36391,2012,"Pro","TB","Cle",1
"36392",36392,2012,"Pro","TB","Jax",1
"36393",36393,2012,"Pro","TB","Min",2
"36394",36394,2012,"Pro","TB","NE",2
"36395",36395,2012,"Pro","TB","NO",1
"36396",36396,2012,"Pro","TB","NYG",1
"36397",36397,2012,"Pro","TB","SD",2
"36398",36398,2012,"Pro","TB","Sea",2
"36399",36399,2012,"Pro","TB","Was",2
"36400",36400,2012,"Pro","Ten","Atl",1
"36401",36401,2012,"Pro","Ten","Cle",1
"36402",36402,2012,"Pro","Ten","Ind",1
"36403",36403,2012,"Pro","Ten","KC",1
"36404",36404,2012,"Pro","Ten","Min",1
"36405",36405,2012,"Pro","Ten","NO",2
"36406",36406,2012,"Pro","Ten","Phi",1
"36407",36407,2012,"Pro","Ten","Sea",1
"36408",36408,2012,"Pro","Ten","SF",2
"36409",36409,2012,"Pro","Ten","Stl",2
"36410",36410,2012,"Pro","Was","Ari",1
"36411",36411,2012,"Pro","Was","Bal",1
"36412",36412,2012,"Pro","Was","Car",2
"36413",36413,2012,"Pro","Was","Cin",1
"36414",36414,2012,"Pro","Was","Det",1
"36415",36415,2012,"Pro","Was","GB",1
"36416",36416,2012,"Pro","Was","Hou",1
"36417",36417,2012,"Pro","Was","Mia",3
"36418",36418,2012,"Pro","Was","NE",1
"36419",36419,2012,"Pro","Was","NYG",2
"36420",36420,2012,"Pro","Was","NYJ",1
"36421",36421,2012,"Pro","Was","Oak",2
"36422",36422,2012,"Pro","Was","SF",1
"36423",36423,2012,"Pro","Was","Stl",1
"36424",36424,2012,"Pro","Was","TB",1
"36425",36425,2013,"Draft","--","Ind",1
"36426",36426,2013,"Draft","--","SF",1
"36427",36427,2013,"Draft","Alabama","Car",1
"36428",36428,2013,"Draft","Alabama","Det",1
"36429",36429,2013,"Draft","Alabama","GB",1
"36430",36430,2013,"Draft","Alabama","Jax",1
"36431",36431,2013,"Draft","Alabama","KC",1
"36432",36432,2013,"Draft","Alabama","NYJ",1
"36433",36433,2013,"Draft","Alabama","Phi",1
"36434",36434,2013,"Draft","Alabama","SD",1
"36435",36435,2013,"Draft","Alabama","Sea",1
"36436",36436,2013,"Draft","Alabama","SF",1
"36437",36437,2013,"Draft","Alabama","Stl",1
"36438",36438,2013,"Draft","Alabama","Ten",1
"36439",36439,2013,"Draft","Alabama State","Atl",2
"36440",36440,2013,"Draft","Alabama State","Oak",1
"36441",36441,2013,"Draft","Alabama-Birmingham","Oak",1
"36442",36442,2013,"Draft","Albion","Det",1
"36443",36443,2013,"Draft","Appalachian State","Det",1
"36444",36444,2013,"Draft","Appalachian State","Jax",1
"36445",36445,2013,"Draft","Appalachian State","Was",1
"36446",36446,2013,"Draft","Arizona State","Buf",1
"36447",36447,2013,"Draft","Arizona State","Cle",1
"36448",36448,2013,"Draft","Arizona State","NE",1
"36449",36449,2013,"Draft","Arizona State","Phi",1
"36450",36450,2013,"Draft","Arizona State","TB",1
"36451",36451,2013,"Draft","Arkansas","Buf",2
"36452",36452,2013,"Draft","Arkansas","Hou",1
"36453",36453,2013,"Draft","Arkansas","KC",1
"36454",36454,2013,"Draft","Arkansas","Sea",1
"36455",36455,2013,"Draft","Arkansas","Ten",1
"36456",36456,2013,"Draft","Arkansas State","Cin",1
"36457",36457,2013,"Draft","Arkansas State","Mia",1
"36458",36458,2013,"Draft","Arkansas-Pine Bluff","NO",1
"36459",36459,2013,"Draft","Army","Ind",1
"36460",36460,2013,"Draft","Auburn","NYG",1
"36461",36461,2013,"Draft","Auburn","SF",1
"36462",36462,2013,"Draft","Auburn","Stl",1
"36463",36463,2013,"Draft","Ball State","Atl",1
"36464",36464,2013,"Draft","Baylor","Chi",1
"36465",36465,2013,"Draft","Baylor","Dal",1
"36466",36466,2013,"Draft","Baylor","Oak",1
"36467",36467,2013,"Draft","Beloit","SF",1
"36468",36468,2013,"Draft","Boise State","Mia",1
"36469",36469,2013,"Draft","Boise State","Min",1
"36470",36470,2013,"Draft","Boston College","NYJ",2
"36471",36471,2013,"Draft","Bowling Green","NE",1
"36472",36472,2013,"Draft","Brigham Young","Det",1
"36473",36473,2013,"Draft","Buffalo","TB",1
"36474",36474,2013,"Draft","Calgary","Car",1
"36475",36475,2013,"Draft","California","Den",1
"36476",36476,2013,"Draft","California","SD",2
"36477",36477,2013,"Draft","California","Ten",1
"36478",36478,2013,"Draft","California (PA)","GB",1
"36479",36479,2013,"Draft","California (PA)","KC",1
"36480",36480,2013,"Draft","California (PA)","NYJ",1
"36481",36481,2013,"Draft","Catawba","GB",1
"36482",36482,2013,"Draft","Central Florida","Atl",1
"36483",36483,2013,"Draft","Central Florida","Hou",1
"36484",36484,2013,"Draft","Central Florida","NYJ",1
"36485",36485,2013,"Draft","Central Florida","Oak",1
"36486",36486,2013,"Draft","Central Michigan","KC",1
"36487",36487,2013,"Draft","Central Michigan","SD",1
"36488",36488,2013,"Draft","Chadron State","Cle",1
"36489",36489,2013,"Draft","Charleston Southern","NYG",1
"36490",36490,2013,"Draft","Cincinnati","Cin",1
"36491",36491,2013,"Draft","Cincinnati","KC",1
"36492",36492,2013,"Draft","Cincinnati","NE",1
"36493",36493,2013,"Draft","Cincinnati","NYJ",1
"36494",36494,2013,"Draft","Clemson","Ari",2
"36495",36495,2013,"Draft","Clemson","Atl",1
"36496",36496,2013,"Draft","Clemson","Buf",2
"36497",36497,2013,"Draft","Clemson","Hou",1
"36498",36498,2013,"Draft","Colorado","GB",1
"36499",36499,2013,"Draft","Colorado","Oak",1
"36500",36500,2013,"Draft","Colorado State-Pueblo","Bal",1
"36501",36501,2013,"Draft","Columbia","KC",1
"36502",36502,2013,"Draft","Connecticut","Hou",2
"36503",36503,2013,"Draft","Connecticut","Jax",1
"36504",36504,2013,"Draft","Connecticut","Oak",1
"36505",36505,2013,"Draft","Connecticut","Ten",1
"36506",36506,2013,"Draft","Connecticut","Was",1
"36507",36507,2013,"Draft","Cornell","GB",1
"36508",36508,2013,"Draft","Delaware","Atl",1
"36509",36509,2013,"Draft","Duke","Atl",1
"36510",36510,2013,"Draft","East Carolina","Sea",1
"36511",36511,2013,"Draft","East Carolina","Was",1
"36512",36512,2013,"Draft","East Central (OK)","Cle",1
"36513",36513,2013,"Draft","Eastern Michigan","GB",1
"36514",36514,2013,"Draft","Elon","Bal",1
"36515",36515,2013,"Draft","Elon","Det",1
"36516",36516,2013,"Draft","Florida","Bal",1
"36517",36517,2013,"Draft","Florida","Chi",1
"36518",36518,2013,"Draft","Florida","Den",1
"36519",36519,2013,"Draft","Florida","Ind",1
